Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
57b96fdd0797e9456ca920bb275f852d1c1bb54c,fix documentation links,['de0d7c907d50d813a059f1431bf5c9d4b97418a1'],False,"['animation.rst', 'SquareToCircle.mp4', 'conf.py', 'learning_by_example.rst']"
a024916e66654983eeee9b56c9f571f89585c62f,Apply link fix from master,['73a1d37785bebde5b96001d47ad4e56775fa4324'],False,['learning_by_example.rst']
7f54ac9b3a655efc5d8cb29f816c621b80fb73c7,fix broken link due to misnamed file,['57b96fdd0797e9456ca920bb275f852d1c1bb54c'],False,['AnimationFadeInFromDiagonal.mp4']
3e2a312f5182671e543a9bded763e9f889eb56a3,"Merge pull request #581 from Kolloom/link_fix

fix broken link due to misnamed file","['aad68a55034f29f345145336427926ec7e7b18d3', '7f54ac9b3a655efc5d8cb29f816c621b80fb73c7']",True,[]
65c23d9e9fcf0c7dcaf9b5ad419cbc37d46bdd18,"Fix docker install instruction

Env Var used in the compose.yml is INPUT_DIR and OUTPUT_DIR

Clarify the meaning of both variables and output message.
Note on -p not working.",['1322152391e35b98879f9c402dee36f634eb39dc'],False,['README.md']
2cbe19af7c0b0cae7cc5e2ea90532f361c567496,Bug fix for the case when the media_dir has spaces,['2ccf83c0aaa85e7252efd0ad3186d55319daa424'],False,['tex_file_writing.py']
542ea688241b3adf7d62c3888d145d4f2999838e,Fix wording,['2a930ff702baab2776383110172fb37b7b353199'],False,['coordinate.rst']
43b4508b2ca0128bbc60939ad9d7779b4c938ac4,Fix wording.,['e64a25bd408471b03ad5e6e1ed3f5b59b1527b5c'],False,['README.md']
a9baae4e988bf3401f5c3fc506f0e3d189771fd3,Fixed(?) eye-tracking for PiCreatureScene,['0e44abe741bda2413752ab38fa18b244a3f6500c'],False,['pi_creature_scene.py']
f3048eb5741c2e41952bd160d1a4cd5764918194,Fixed bug with Bubble,['48f38b894031fe0ea31e2e1430151c10b2c480e4'],False,['drawings.py']
985ef4518fab1636ac5288b23c068fd4c23d08c6,Bug fix,['096f03395486520b332387470d8d73a846de78d6'],False,['changing.py']
9f761822e145c21c300e1b465d1f63f5c58b964a,"Merge pull request #648 from zavden/master

Fix the list of scenes.py","['38432a73e73d6bb86e2dfd3104e850687779dd66', '3cee3de94f2872a5b700d8b27b227f35e13a9cc7']",True,[]
519f82f1e720e20bda62a5ff47977c16ae5654c5,Fix tqdm display problem in windows,['82a1b05f28fe8779e3055f921a987e69474c5410'],False,['scene.py']
49582c35919097585699598ad0ca49fe3f2117b5,"Merge pull request #652 from xy-23/master

Fix tqdm display problem in windows","['930e059a16b5045c298a6f3a818d13f9d31353b1', '519f82f1e720e20bda62a5ff47977c16ae5654c5']",True,[]
06f78bf28f5af7089a901e0f369c9ca73569dcb8,"conda environment bug fix with pyreadline package, closes #662",['49582c35919097585699598ad0ca49fe3f2117b5'],False,['environment.yml']
91580ed4a356541e01cacc41423d2724abb8c956,conda env bug fix- ffmpeg from conda,['06f78bf28f5af7089a901e0f369c9ca73569dcb8'],False,['environment.yml']
e498077e6a95b09c78e5d41a71511dac1312ceb5,fixed manim,['49582c35919097585699598ad0ca49fe3f2117b5'],False,['README.md']
e1c049bece420bc1190eb3ed4d5d9878c431aa5e,"Merge pull request #670 from 0xflotus/patch-1

fixed manim","['49582c35919097585699598ad0ca49fe3f2117b5', 'e498077e6a95b09c78e5d41a71511dac1312ceb5']",True,[]
d61d540655fecbdbf43bf7327ef5b47d2c213c66,"Update requirements.txt to include pyreadline

This solves #444",['e1c049bece420bc1190eb3ed4d5d9878c431aa5e'],False,['requirements.txt']
f0cff687aa74e6358b8580777623a803c9f7002e,"Merge pull request #663 from pranjaldhole/master

conda environment bug fix with pyreadline package, closes #662","['73fea6a1977498e50aeda0aeb7e59a6461ccf3e3', '91580ed4a356541e01cacc41423d2724abb8c956']",True,[]
a19a6317ec187f65efb0c8f46bc613b4a978d22a,"Closes: #720

Fix to interpret subsequent points of absolute MoveTo (M) command as absolute LineTo (L).",['e85beb91dcc65bbd683443208512ad521e5f6921'],False,['svg_mobject.py']
f66d6e4f972852980645933087e1a11f72a06a01,"Added AddTextWordByWord, but it's not yet working, presumably because of some bug in Succession.",['67f3d1584cd1ecd32fccfa8d08ab59e93c0a924d'],False,['creation.py']
920d140e4052320c91b3176a0a3057b2f731bee8,"Merge pull request #776 from MathWhiz/patch-1

README.md fixes","['e1e66f3082d9ba28b47895b342fc53b6f8e3feda', 'b163b1b685445dd38dd0e8e300ad567e037c6f5a']",True,[]
ec9dd06d38d31b132a10578f5709ecf9f5a1601b,"Merge pull request #748 from DzyubSpirit/fix-svg-width

Add default stroke width for the svg mobjects","['920d140e4052320c91b3176a0a3057b2f731bee8', '76c295a60bdf4de78c49f908f8845f0261d086cf']",True,[]
b1b516e9c41d780342852ea2f2a86e3c57dc520d,Fix simple typo: installtion -> installation,['0e1da5ef28bd939d84dce6142435f729271ee2d2'],False,['windows.rst']
bcb8824e2c1723458c0f553fc0dbf6324b63e128,"Merge pull request #698 from Elteoremadebeethoven/master_3b1b

Solve issue add sound in Windows 10","['1e3cf9fa788442b1be78df6a7d9880658689abd5', '32abbb9371308e8dff7410de387fe78e64b6fe7a']",True,[]
2afa079b6ae8ade19dbb166c0ece00f79657d4c1,"Merge pull request #780 from timgates42/bugfix/typo_installation

Fix simple typo: installtion -> installation","['637c48905a9b20859f86dac593cbf3195b127cef', 'b1b516e9c41d780342852ea2f2a86e3c57dc520d']",True,[]
241030f916fd24fd12ba5157e0a2d93836d25429,"Documentation typo in constants.rst, fixes issue #814",['2afa079b6ae8ade19dbb166c0ece00f79657d4c1'],False,['constants.rst']
32e4daaeba096cec611116fe76ddd3c09dae60a2,Typo fix to moduli,['aaff13a07958819fac9ffc8acb45f5683d96f909'],False,['moduli.py']
bc593695f9d64cf926220a35131d87ed4b5ebd84,Fixed old confetti scene,['9811564f709e7119702facfae47876ad69417248'],False,['efvgt.py']
2e25c4c0a306fd1277a4c28fc546ac8daffb882a,Fixed old snow scene,['bc593695f9d64cf926220a35131d87ed4b5ebd84'],False,['mug.py']
b7cb9aa9382ba80317ad1fbcefe9c809e46055fb,Typo fix,['259007954b81bd0a88c60f702353f7865e08d63e'],False,['LICENSE']
84e7bdb2b1f41929dada735094eccc9fc2cdc65c,Added a couple helpful debugging functions,['b7cb9aa9382ba80317ad1fbcefe9c809e46055fb'],False,"['imports.py', 'debug.py']"
94a388388014c9521902ffab2da1635b9c783986,"Remove Mobject.print_family, as that is now in utils.debug",['84e7bdb2b1f41929dada735094eccc9fc2cdc65c'],False,['mobject.py']
72006334f598c07045ee4cfa73aa40d873786342,Added a small fix to the issue of Tex inputs starting with a new line,['94a388388014c9521902ffab2da1635b9c783986'],False,['tex_mobject.py']
c74cfa3c5d3486bcfaf76a544b7b6888c757f74b,Add error message for ApplyFunction,['5cce05fc46d94372375ef688cd7168f4012ea46b'],False,['transform.py']
a95318f1ab5bbaf50ac5109b543f96963853d2a8,Fix print_family,['5ea6c0f5251856c76df5ea865b294d472330f573'],False,['debug.py']
1279f040dafa9292cd7e8b2fbdc6a464a574240c,"Temporarily adding input_file_path to SceneFileWrite config.  Not sure why this isn't there already, or if there are problems with setting a default, but it fixed a weird bug that had arisen",['0f71b0a408ccc8de9f29c5bb96f4e76840b3946b'],False,['scene_file_writer.py']
cf2d8d47e6cf1542622d5fe98494b7bc561bf518,Fixed get_quadratic_approximation_of_cubic to account for cubics with an inflection point between 0 and 1,['7685fd03c62eb00d7bb4881927083698048262a2'],False,['bezier.py']
db0029c32b467984573249ddcee80a2cedcc720a,Fix error in get_quadratic_approximation_of_cubic,['1a13d32452cfd2c325563c7c252ee7cea68b770a'],False,['bezier.py']
3634cb712d15437eb8eb4ac24dea68681e882560,Fix triangulation,['f98513dfc2f5c5037db9bdc61e846e64143bcfb3'],False,['vectorized_mobject.py']
77890384097fd8d918fbdbdd7cab6fc594ea060f,Fix bug with fbo initialization,['53abf506fcaa6e2e4f80018157c0fb8245627deb'],False,['camera.py']
1a0b0e748ce7239e55b04f033e6bc9491d52edbe,Fixed pixel_coords_to_space_coords,['091204324839bcbb0cca8cbd767726be519fb6f9'],False,"['camera.py', 'set_gl_Position.glsl', 'window.py']"
49d84fccde5b25f55d430bd8e31a8577ccb8c87b,Fixed edge case in inserting n curves for null curves,['b0b71910a5046a9d2d307d8630bf815d7985c6fb'],False,['vectorized_mobject.py']
b73ebb9cf5b6c914280909ed3fd0927fededa5b0,"Go back to scene recomputing mobject families on each frame, and fix a bug with skipping",['49d84fccde5b25f55d430bd8e31a8577ccb8c87b'],False,['scene.py']
d03b32d2492a66f914af4b4dce5dd19c230e6017,Bug fix,['3982303fcc4db645e4d9f2d7403c94f5c6bb3bf9'],False,['pi_creature_scene.py']
8ad1c58f9e517d1421a8172f375aee4097594ef2,Fix bug with recursive paths,['e9504b7010190d7b00e5cb380f7bc56a3473411d'],False,['svg_mobject.py']
01cda8a1304847a2b27fc60787159eda4290ad9e,Fix a few problems with PlayingCard,['8ad1c58f9e517d1421a8172f375aee4097594ef2'],False,['drawings.py']
ba0d677c153486f44823b2a538ee6666ac2b01b2,Small fixes,['b504899714a2226687044e0dd146ce6d1dee06db'],False,['pi_creature_scene.py']
0be5abceb92b530834701709024720cd80d7407c,Small bug fix,['f1475463fca32b4ba3a959998ceb6bbdeef40148'],False,['creation.py']
16ea2a01049762eb62db289ff971a7c83441e7fb,Fix bug with pi creature,['c88bcc1a3c5b0150b5500e27c3dcf3d3e02ece2a'],False,"['pi_creature.py', 'svg_mobject.py', 'tex_mobject.py']"
b825b36b60f5395bbc516de6c29aa7ac5fe12470,Slight fix to triangulation,['6be41fec6d9e62a242fc3e2309ae18f8aeabd0ac'],False,['space_ops.py']
c8befa5b9a7e4d64ce5cbe0059feeb4b2ac764cb,Fix bug with eyes,['0b0dbcb5d8f41b4aad69017e6808076fea0fea75'],False,['pi_creature.py']
f4a33c5bfb1a8f67e83b1368553c8749be0763d3,Small fix,['7b198545bb193fd2092c95e46c17315b6f2fc663'],False,['color.py']
8159f701f44dc75a097b3f886b337e496c97667c,Typo fix,['d794ff8bc9145945c528242948063710f7ee9efc'],False,['mobject.py']
3cc9bf70528df7b12b1a95afc0722baa858d8ddd,Bug fix to refresh_triangulation,['f4776626e4f95647db2105c9b39dd6bdfe3ab12a'],False,['vectorized_mobject.py']
6e0ae83685e3dd81c973b981ab14b3fc3e9d0626,Small fixes,['40b651d66166925aa44dd93e54ee40feef685488'],False,['drawings.py']
f83cfc42b1e4744ff87a5938e3f701c66c1d0736,Fix set_fill,['7785a0644191d34b530b8f88e740c1f54eae858f'],False,['vectorized_mobject.py']
0ad64329f663aeb466fd77e0848fc39b31c15e17,Fix to NumberPlane,['ace2b7fea4392ee1c0a525ab0d325e2ecefa95bb'],False,['coordinate_systems.py']
e8b0ecfede36a0c6d667636a92e49afa0bf9e422,Fix endscreen,['5a780dfde3eea1f03d8cf8adccf43bfac0f70eaa'],False,['common_scenes.py']
99519090fbcb6a20c43c1ee46cd81b12c0ac64e1,Small fix to NumberPlane construction,['422e86e0da5622290e85c9536e262c0e6cfe9271'],False,['coordinate_systems.py']
ab817c09624f82a94d7c372149e08044f4b166e4,Fix blink,['6c391a7580ef0ef94a048513cc02343b6d7643eb'],False,['pi_creature.py']
8384b8b46bd9cd9d27182a5733397d19c6d4cba5,Fix bug with clock,['7c0bf2c015f4db35355947434cca87573f976396'],False,['drawings.py']
1b125df5724b6d83e028653a44a1379c33c241c3,Fixed execution of counting.py,['48f2a1ec3c86f3ad26b6b1292b6917149005cbab'],False,['counting.py']
6eabbe943bdb67adaaf666f1fbd173c2fc565252,"Changed -1 to -1.0 for broader GPU suppot.

Some GLSL compilers are more sensitive to types than others. With this fix, my Intel HD Graphics 5500 (Broadwell GT2) gives no error on this script anymore.",['2ce0b72c440fadbfba990bdac8bc9c2ea8bff4e7'],False,['quadratic_bezier_fill_frag.glsl']
229c809a4bd3e412197a3553e37b3a95d4b7f3a0,Fix a bug in extract_scene.py,['2ce0b72c440fadbfba990bdac8bc9c2ea8bff4e7'],False,['extract_scene.py']
f0cdcd90bae495cedb5e7a7ae87874757ca60658,Fix Text wrong display (#889),['19e3c97589181ffd43ef14d9169af4e40e054664'],False,['text_mobject.py']
3362f93964cae6f610a47d2da0e076b51a9eab42,"Fix three bugs(shaders/stroke/size) of Text Class (text_mobject.py)  (#1030)

* fix: remove the last M tag in svg files to make Text run in shaders branch

* fix: close the svg path manually to fix the bug of wrong stroke

* fix: remove Space mobjects in Text to fix the bug of TransformText

* feat: make Text and TextMobject equal in size

* this will lead to more bugs of setting color, so I delete it",['af65c9d5d4ecbcffc5e569508053d56d1f7e86eb'],False,['text_mobject.py']
522a5b3c5f1830dea455625da513698d6ac27845,"Fix space characters problem of Text (#1035)

* Fix Text wrong display

* Fix space characters problem of Text

* Fix a potential bug using height or width in Text

* Update Text

* Fix typo in text_mobject.py",['3362f93964cae6f610a47d2da0e076b51a9eab42'],False,"['svg_mobject.py', 'text_mobject.py']"
d83fa90606d02d008b9fec7950e62f71e2a6e833,"Fix Text Class's bugs in shaders branch (the same as #1030) (#1031)

* fix: remove the last M tag in svg files to make Text run in shaders branch

* fix: close the svg path manually to fix the bug of wrong stroke

* fix: remove Space mobjects in Text to fix the bug of TransformText

* feat: make Text and TextMobject equal in size

* this will lead to more bugs of setting color, so I delete it

* fix typo in text_mobject.py

* fix conflict of default size and height",['ec4a70ad3511805c3b5ec55b43ac548be85555e8'],False,['text_mobject.py']
6a571262fd0dd6e385f575bdb56c160e6d192126,Corrected a bug in stretch_to_fit_depth function,['dbdd7996960ba46ed044a773290b02f17478c760'],False,['mobject.py']
7f1a15b6baaca06fc8e804494b22aaa45effef9c,Fixed ffmpeg 'Impossible to Open' and 'Protocol not found'  (#1057),['dbdd7996960ba46ed044a773290b02f17478c760'],False,['scene_file_writer.py']
c82b1fc2c97db32a9705b0d9588b8427885d9912,"Fix ""itslef"" to ""itself""

I know this is trivial, but I had to fix it.",['ca0b7a6b06ff7787d1efab5ad3b28cfb88f67c3f'],False,['transform.py']
4d78e0c63ea35ce983baffd33c0e62eb007df0d0,fix changing coordinates color,['ca0b7a6b06ff7787d1efab5ad3b28cfb88f67c3f'],False,['coordinate_systems.py']
45c5ec709116c99505ffd04694dc48d26a12275a,"Add missing import to brace.py

Without `import copy` lines 128 to 131 will throw an error. I've tested this edit in my local version of the library and it fixes the bug.",['aff2d21bad7a0dc1cb40abe36b62bcb78e0681ad'],False,['brace.py']
00ff47855ef15f33f44c5866b3a589aa5133d150,"Merge pull request #1069 from applemonkey496/patch-1

Fix ""itslef"" to ""itself""","['aff2d21bad7a0dc1cb40abe36b62bcb78e0681ad', 'c82b1fc2c97db32a9705b0d9588b8427885d9912']",True,[]
ccb47db3bb337596bd77ebb0f0061c9c3f0f1ebe,fix pixel_coords_to_space_coords,['965564853b908d827d7e596590e0a550539b2caa'],False,['camera.py']
435a2631c991ec32c323b787da430216eb68e70e,"Fixed typo from ""depricated"" to ""deprecated""",['3c1a6bb8b10ec5e8c4760c91c9e9f148e81d3b57'],False,['transform.py']
00dcc14df1f0c52364789e8873beefbe557ae4b0,Fixed the random-dimples-on-zeros bug while fixing up the fill shaders,['270e93f6f0f6810e0acf57f12c1c270a1c553234'],False,"['vectorized_mobject.py', 'quadratic_bezier_fill_frag.glsl', 'quadratic_bezier_fill_geom.glsl', 'quadratic_bezier_fill_vert.glsl', 'quadratic_bezier_geometry_functions.glsl']"
23bbdc63bac7a295498f08d7d035ead78b2f77fb,"Fix up fill shaders to work when being viewed from different orientations, along with several other little bugs",['adac5690b75c348117c9bd12e047e8d949d14865'],False,"['vectorized_mobject.py', 'add_light.glsl', 'get_gl_Position.glsl', 'get_unit_normal.glsl', 'quadratic_bezier_fill_frag.glsl', 'quadratic_bezier_fill_geom.glsl', 'quadratic_bezier_fill_vert.glsl', 'quadratic_bezier_stroke_geom.glsl', 'space_ops.py']"
b2137f2746ccbfabfffba98b60f6ed639322f1e8,Fixed z_to_vector for vectors on z-axis,['cacfe67fe14acb2cfae34751f0b19f1017332022'],False,['space_ops.py']
046caa763215d9b9d35d029c52002583241bb92a,Bug fixes,['4968c7a8a19d685975c15afd369179f3ea5b17f7'],False,['surface.py']
ccefbc0deaf4483651b9cfd3991e872b8c307702,Add is_fixed_in_frame uniform which allows mobjects to not get rotated by the camera,['5d34cee014e465105a2dee028beba7ead0b08c85'],False,"['camera.py', 'mobject.py', 'surface.py', 'vectorized_mobject.py', 'get_gl_Position.glsl', 'image_vert.glsl', 'position_point_into_frame.glsl', 'quadratic_bezier_fill_frag.glsl', 'quadratic_bezier_fill_geom.glsl', 'quadratic_bezier_fill_vert.glsl', 'quadratic_bezier_stroke_frag.glsl', 'quadratic_bezier_stroke_geom.glsl', 'quadratic_bezier_stroke_vert.glsl', 'simple_vert.glsl', 'surface_vert.glsl', 'textured_surface_vert.glsl']"
b91284b4aad795bfcee945743342fbf66b20b230,Small shader fixes,['f0a36329b10eab7379490449b5fbeb69479d259f'],False,"['camera.py', 'get_gl_Position.glsl', 'quadratic_bezier_fill_frag.glsl', 'quadratic_bezier_fill_geom.glsl', 'quadratic_bezier_fill_vert.glsl', 'quadratic_bezier_stroke_vert.glsl']"
ee7218745e51a3082ef5ec187b7d5cb87a6dee6a,Fixed FunctionGraph bug,['b91284b4aad795bfcee945743342fbf66b20b230'],False,['functions.py']
6a458547c377b8c06e5f571d160f685f0a91185f,Bug fix,['739667f8a90730a1b50ab8399cc2a51e2dd2f605'],False,['camera.py']
a0006426cc39bac65a82be8d0f70e6b3d1aab905,Fix Line3D,['eee4054da89e86b7e857e00c4871157788bcec65'],False,['three_dimensions.py']
5d371bfec9bd92e211f88026a6b201bb6b35f3ee,Fix broken import,['4910501ee013be1edf096a171ad7d195532bb4cd'],False,['efvgt.py']
b443c9e764bc1f220fb689875ad6780725011c60,Fixed bug at a = 1 for partial_bezier,['90db32ee55d2dbc9e645c4bf6341e859d5399c34'],False,['bezier.py']
feb6a331354be450efc95eb711b3e2e8aad7fea3,Account for fixed_in_frame in set_value,['cd371dc2078a944ba69f30d9d8e6ad4becddd2a5'],False,['numbers.py']
165bf2fe6e238763c819d4208753f5d192680d04,Small bug fix,['feb6a331354be450efc95eb711b3e2e8aad7fea3'],False,['chess.py']
46b52a1bbcca8cfe176487a04e46fdbad80e359d,Small fix to VMobject.pointwise_become_partial for cases when points array sizes dont' match,['5e7913fdd440afdf0b0b80cee7601c3ade2e9e54'],False,['vectorized_mobject.py']
93f7671732becc533656a3f85b27313145a739e4,Fixes to Arrow,['cf0afb0259d026d2d38873cbe2d09ec5842a0810'],False,['geometry.py']
33d4dd7729e67644210cee00b0537eac9f1b9b31,Fix svg polygon command,['0c37d91af3d0fa1d92a86696723a4ded49b158a6'],False,['svg_mobject.py']
caca6d0c0e1e6ede796939b16e858b2f30d82684,Fix Eyes,['c1a1b0f1457ff9a7244a14bd3188cf5921e2cf3d'],False,['pi_creature.py']
26834178e755b752767f349eee85573383aac941,Bug fix to Bubble,['fd17e42c23ea27362c6d7312b5a3201a84e1321e'],False,['drawings.py']
2708ecfd473f83175585dc00049ad987a7639af8,Fix Arrow.get_start,['9084ddbd062712d6064d89c4cf183de00a4080ea'],False,['geometry.py']
9f945d994064df0ba14fdda3870cdf5bbfb3296d,"Fixed typo in comment imports.py

I have fixed a very simple typo and would like to commit it.",['9174ec335c13924a52885779e7e2216811f91117'],False,['imports.py']
a42d9c6ecb4f94542668651b5fe912a5cf9ec032,fixed deprecation warning: tostring -> tobytes,['9174ec335c13924a52885779e7e2216811f91117'],False,['scene_file_writer.py']
821857afa85db0ad2ad77aba595ff958ba3e557e,Fixed braces on Matrix,['35a2ade9547ef273bb1e5d462b580808202ddeca'],False,['matrix.py']
e9638aee2efb3ccf51b8593f9c9f6cb9456d92c3,"Merge pull request #1187 from Tony031218/master

A solution to xelatex error converting to xdv","['9174ec335c13924a52885779e7e2216811f91117', '7556b99dc09a281feb90a11c864a5472f0a58e25']",True,[]
e336cf5ddc1b6766448189e2849b63b055e1e156,"Merge pull request #1217 from dor2727/patch-tobytes

fixed deprecation warning: tostring -> tobytes","['e9638aee2efb3ccf51b8593f9c9f6cb9456d92c3', 'a42d9c6ecb4f94542668651b5fe912a5cf9ec032']",True,[]
79bf87754aa48c11bd7021a9caede96f1768277e,A solution to 'Latex error converting to dvi' problem (#689),['e336cf5ddc1b6766448189e2849b63b055e1e156'],False,['constants.py']
d63f61b903e8ea69ae1c5cc842be797843989382,"Merge pull request #909 from Solara570/numberplane-fix

Small fix to NumberPlane construction","['49d53d9a8f2ef5e18659c470793d9a455bf208d9', '99519090fbcb6a20c43c1ee46cd81b12c0ac64e1']",True,[]
